year,month,date,Time,latitude,longitude,depth,magnitude,DATE
2004,12,26,12:11:57,11.5295,92.3076,21.4,5.3,2004-12-26
2004,12,26,12:39:02,10.9757,91.9951,24.9,4,2004-12-26
2004,12,26,12:43:53,10.5129,93.1709,0,4.1,2004-12-26
2004,12,26,12:46:09,13.0555,92.8169,0,3.9,2004-12-26
2004,12,26,13:16:07,10.7138,92.465,0,4.5,2004-12-26
2004,12,26,13:16:47,13.077,93.0076,32,4.7,2004-12-26
2004,12,26,13:43:23,13.1512,93.5256,0,4,2004-12-26
2004,12,26,13:46:16,13.6857,92.9284,29,4.3,2004-12-26
2004,12,26,14:14:20,13.5328,92.9392,29,4.8,2004-12-26
2004,12,26,14:15:47,13.4701,92.7468,29,4.4,2004-12-26
2004,12,26,14:40:29,11.4428,92.1664,21.9,5.2,2004-12-26
2004,12,26,14:48:43,13.5756,92.8797,20.6,5.8,2004-12-26
2004,12,26,15:23:11,10.6627,92.8055,53,4.1,2004-12-26
2004,12,26,15:41:57,12.0001,92.2169,27,4.5,2004-12-26
2004,12,26,16:14:42,10.5902,93.1145,0,4.2,2004-12-26
2004,12,26,16:44:19,13.6135,92.7613,17.5,4.3,2004-12-26
2004,12,26,17:16:40,13.1781,92.2073,0,4,2004-12-26
2004,12,26,17:50:12,13.6003,92.8339,21.8,5.1,2004-12-26
2004,12,26,17:56:34,12.9561,92.326,31,5.1,2004-12-26
2004,12,26,18:42:43,13.7005,92.9769,22.3,5.3,2004-12-26
2004,12,26,18:55:22,12.4568,92.7968,41,4.1,2004-12-26
2004,12,26,19:19:58,11.0051,92.2096,0,4.1,2004-12-26
2004,12,26,19:29:46,12.5077,92.6214,18.2,4.3,2004-12-26
2004,12,26,19:55:13,11.5357,92.2864,18.8,4.7,2004-12-26
2004,12,26,20:11:58,10.8854,92.6327,26,4,2004-12-26
2004,12,26,20:37:09,12.9245,92.4072,17.4,4.1,2004-12-26
2004,12,26,21:39:35,12.7649,92.5151,31,3.9,2004-12-26
2004,12,26,22:45:04,12.1257,92.6307,23,4.3,2004-12-26
2004,12,26,23:23:33,11.8056,92.7988,17,4.2,2004-12-26
2004,12,26,23:23:44,11.6047,93.0912,0,4.1,2004-12-26
2004,12,27,0:23:06,12.9067,92.8767,0,3.9,2004-12-27
2004,12,27,0:49:28,13.0016,92.3822,24.5,6,2004-12-27
2004,12,27,1:23:11,13.1494,93.078,32,4.8,2004-12-27
2004,12,27,1:29:16,13.211,92.5873,31,4.2,2004-12-27
2004,12,27,1:34:05,13.4159,93.4923,35,4.6,2004-12-27
2004,12,27,1:53:42,13.0885,92.1624,35,4.2,2004-12-27
2004,12,27,2:10:08,13.71,92.9765,29,4.4,2004-12-27
2004,12,27,2:37:52,13.6823,93.229,35,4.1,2004-12-27
2004,12,27,3:50:30,11.4578,92.6724,26,4,2004-12-27
2004,12,27,4:29:36,12.3921,92.3534,26,4.5,2004-12-27
2004,12,27,4:50:56,12.9785,92.6354,18.7,4.8,2004-12-27
2004,12,27,6:54:10,12.884,93.0157,32,4.2,2004-12-27
2004,12,27,6:55:06,12.2084,92.6319,23,4.1,2004-12-27
2004,12,27,7:15:05,11.4537,92.1783,31.5,4.6,2004-12-27
2004,12,27,7:32:38,12.493,92.3251,15.7,4.3,2004-12-27
2004,12,27,8:20:09,11.4756,92.1702,17.2,4.5,2004-12-27
2004,12,27,9:24:08,13.2942,93.0001,32,4.2,2004-12-27
2004,12,27,10:46:38,13.616,93.0512,25.7,5.2,2004-12-27
2004,12,27,10:46:48,13.6158,93.0562,29,5.3,2004-12-27
2004,12,27,11:06:47,10.8247,92.6796,26,4.1,2004-12-27
2004,12,27,11:54:29,13.6685,93.3504,0,3.5,2004-12-27
2004,12,27,12:13:59,12.7569,92.6741,24,5.1,2004-12-27
2004,12,27,12:14:09,12.818,92.8083,32,5,2004-12-27
2004,12,27,12:28:26,10.9413,92.3517,26,3.9,2004-12-27
2004,12,27,12:33:44,13.5748,93.0281,29,4,2004-12-27
2004,12,27,12:47:12,10.628,93.2038,0,4,2004-12-27
2004,12,27,13:38:55,12.944,92.4872,31.3,4.4,2004-12-27
2004,12,27,14:29:10,12.2668,92.4713,17.3,4.2,2004-12-27
2004,12,27,14:37:23,13.1062,93.1788,32,3.9,2004-12-27
2004,12,27,14:43:49,13.1868,92.6163,31,4.3,2004-12-27
2004,12,27,14:46:47,12.4335,92.4809,23.4,5.8,2004-12-27
2004,12,27,15:20:34,10.6701,93.5836,23.4,5,2004-12-27
2004,12,27,15:41:06,10.4684,92.8409,58.6,4.7,2004-12-27
2004,12,27,17:00:26,13.049,93.3396,58,3.6,2004-12-27
2004,12,27,17:09:03,10.4247,93.2496,53,4.1,2004-12-27
2004,12,27,17:13:12,13.3412,92.4779,31,4.1,2004-12-27
2004,12,27,17:23:40,13.6194,92.8137,29,4,2004-12-27
2004,12,27,17:27:24,11.2633,92.5542,26,3.6,2004-12-27
2004,12,27,18:11:47,13.5503,93.1875,29,4.2,2004-12-27
2004,12,27,19:10:53,13.2435,92.9633,0,3.7,2004-12-27
2004,12,27,19:13:18,11.6094,92.4283,23.9,5.5,2004-12-27
2004,12,27,19:16:06,11.5205,92.5321,21.4,5,2004-12-27
2004,12,27,20:08:15,13.6469,92.7714,29,4.3,2004-12-27
2004,12,27,20:23:17,11.3097,92.2985,0,3.9,2004-12-27
2004,12,27,20:42:57,12.2878,92.6548,0,4.1,2004-12-27
2004,12,27,21:24:42,13.6802,92.8987,31.5,4.7,2004-12-27
2004,12,27,22:19:41,12.0476,92.3565,23,4.5,2004-12-27
2004,12,27,22:58:12,12.7976,93.2486,41,4.1,2004-12-27
2004,12,28,2:44:25,12.4138,92.3855,26,4.2,2004-12-28
2004,12,28,2:58:42,11.6083,92.7991,0,3.7,2004-12-28
2004,12,28,3:13:50,11.7477,92.0333,0,3.7,2004-12-28
2004,12,28,3:15:12,13.0209,92.4108,31,4.1,2004-12-28
2004,12,28,4:07:08,11.4981,92.0498,29,3.9,2004-12-28
2004,12,28,6:52:43,13.6454,93.3111,0,3.5,2004-12-28
2004,12,28,7:21:01,11.4056,92.7619,44.7,4.7,2004-12-28
2004,12,28,8:33:57,13.0511,92.3906,0,3.7,2004-12-28
2004,12,28,10:20:07,13.465,92.9697,12,4.1,2004-12-28
2004,12,28,10:47:33,10.7588,92.2888,0,3.9,2004-12-28
2004,12,28,10:51:46,10.5416,92.2713,22.4,5.1,2004-12-28
2004,12,28,11:41:36,13.0655,92.6699,31,4.4,2004-12-28
2004,12,28,11:53:08,10.3241,92.9816,53,4.2,2004-12-28
2004,12,28,14:08:47,10.3481,93.0213,63,5.2,2004-12-28
2004,12,28,15:15:08,13.5281,92.3642,0,3.8,2004-12-28
2004,12,28,15:27:19,12.5406,93.1846,0,3.4,2004-12-28
2004,12,28,15:31:15,11.8698,92.7686,0,3.8,2004-12-28
2004,12,28,16:05:20,12.883,92.6684,32,3.9,2004-12-28
2004,12,28,16:55:55,13.4996,93.0792,0,3.6,2004-12-28
2004,12,28,18:38:39,12.5805,93.2365,0,3.7,2004-12-28
2004,12,28,18:45:58,13.1257,91.9132,35,4.3,2004-12-28
2004,12,28,19:19:37,10.3277,91.9694,0,3.9,2004-12-28
2004,12,28,20:11:46,11.7921,92.4199,23,4,2004-12-28
2004,12,28,20:20:20,13.0356,92.2603,31,4.2,2004-12-28
2004,12,28,20:29:59,11.1717,92.7864,0,4,2004-12-28
2004,12,28,20:54:39,12.7321,92.0949,35,4,2004-12-28
2004,12,28,22:13:27,12.9453,92.8798,0,3.9,2004-12-28
2004,12,28,22:16:54,13.6696,93.0412,29,4.9,2004-12-28
2004,12,28,22:30:27,13.2536,92.9479,0,3.6,2004-12-28
2004,12,28,22:33:06,13.6312,92.8696,13.9,4.3,2004-12-28
2004,12,28,22:44:56,13.3671,92.7966,0,3.9,2004-12-28
2004,12,28,23:39:59,11.0639,92.002,19.1,5.1,2004-12-28
2004,12,29,0:25:02,12.9346,93.1687,32,4.1,2004-12-29
2004,12,29,0:41:36,13.2442,93.0052,32,4.3,2004-12-29
2004,12,29,1:59:01,12.0911,92.1701,27,4.2,2004-12-29
2004,12,29,2:13:27,13.2117,92.5575,23.1,5.4,2004-12-29
2004,12,29,2:44:19,13.0829,92.2636,0,3.8,2004-12-29
2004,12,29,2:51:37,10.5371,92.3794,0,3.7,2004-12-29
2004,12,29,3:18:50,12.1166,92.915,45.3,3.6,2004-12-29
2004,12,29,3:34:19,13.1416,92.5611,0,3.9,2004-12-29
2004,12,29,3:43:59,12.7663,92.4172,13.2,4.4,2004-12-29
2004,12,29,4:15:03,13.367,92.4563,18,3.9,2004-12-29
2004,12,29,4:27:57,12.7956,92.4895,0,3.9,2004-12-29
2004,12,29,6:28:49,12.9657,92.5512,31,4.7,2004-12-29
2004,12,29,6:30:43,13.2183,92.5427,32,5.2,2004-12-29
2004,12,29,9:25:43,11.8551,92.1381,23,4.1,2004-12-29
2004,12,29,10:12:18,10.3059,92.1204,21.1,4.8,2004-12-29
2004,12,29,12:07:09,12.4828,93.0172,0,3.9,2004-12-29
2004,12,29,13:16:38,13.355,92.4155,29,4,2004-12-29
2004,12,29,14:34:03,13.3531,92.6028,23.8,4.8,2004-12-29
2004,12,29,14:42:05,12.3179,92.4172,26,4.1,2004-12-29
2004,12,29,14:50:05,12.5625,92.6327,0,3.7,2004-12-29
2004,12,29,15:01:37,12.7827,92.4426,26,4,2004-12-29
2004,12,29,15:36:28,11.2865,91.9936,20.3,4.9,2004-12-29
2004,12,29,17:29:54,12.3547,92.5748,0,3.7,2004-12-29
2004,12,29,17:50:39,12.8053,92.1363,0,3.4,2004-12-29
2004,12,29,17:51:58,13.35,92.9985,29,4.2,2004-12-29
2004,12,29,18:25:51,12.0382,92.9044,0,3.7,2004-12-29
2004,12,29,18:35:51,11.139,92.0682,27,4.4,2004-12-29
2004,12,29,19:13:36,13.3444,92.75,0,3.6,2004-12-29
2004,12,29,20:35:40,13.656,93.0604,0,3.5,2004-12-29
2004,12,29,20:43:39,10.3013,92.3179,0,3.3,2004-12-29
2004,12,29,20:54:34,13.4847,93.034,0,3.7,2004-12-29
2004,12,29,21:09:48,13.7106,92.8061,0,3.8,2004-12-29
2004,12,29,22:19:33,12.3882,92.4365,0,3.7,2004-12-29
2004,12,30,0:39:33,12.5505,92.4244,0,3.6,2004-12-30
2004,12,30,0:56:01,10.5839,92.6229,0,3.6,2004-12-30
2004,12,30,4:56:27,13.2791,92.1563,0,3.8,2004-12-30
2004,12,30,5:15:34,10.6085,92.9441,53,4.1,2004-12-30
2004,12,30,9:53:29,13.0448,92.7917,0,3.8,2004-12-30
2004,12,30,9:53:57,11.2948,91.9058,29,4.8,2004-12-30
2004,12,30,10:54:19,12.1412,92.3486,23,3.9,2004-12-30
2004,12,30,10:59:37,13.3777,91.9239,35,4.6,2004-12-30
2004,12,30,12:19:44,11.6708,92.8694,0,3.5,2004-12-30
2004,12,30,12:36:21,13.0579,92.1295,35,3.8,2004-12-30
2004,12,30,14:18:04,11.4674,91.9496,29,3.9,2004-12-30
2004,12,30,14:33:23,11.1248,92.5691,0,3.9,2004-12-30
2004,12,30,16:10:23,10.2852,92.6369,0,3.9,2004-12-30
2004,12,30,17:58:10,12.2743,92.4295,20.8,5.8,2004-12-30
2004,12,30,18:04:01,13.095,93.4944,10,4.6,2004-12-30
2004,12,30,18:12:08,12.149,92.4316,21.8,3.7,2004-12-30
2004,12,30,19:31:29,10.6379,92.4241,0,3.7,2004-12-30
2004,12,30,20:26:36,13.2673,91.985,0,3.6,2004-12-30
2004,12,31,3:56:54,13.6254,92.8204,0,4.1,2004-12-31
2004,12,31,4:12:46,10.8082,92.6414,0,3.7,2004-12-31
2004,12,31,5:53:55,11.1255,91.9937,21,5.2,2004-12-31
2004,12,31,6:08:22,13.5837,92.7051,0,4.3,2004-12-31
2004,12,31,6:59:06,10.846,92.4059,0,3.5,2004-12-31
2004,12,31,7:50:50,10.6735,93.526,0,3.9,2004-12-31
2004,12,31,8:14:22,13.0495,93.1186,0,3.5,2004-12-31
2004,12,31,11:14:30,11.2012,92.6172,0,3.7,2004-12-31
2004,12,31,14:16:06,13.6183,93.5104,35,4.2,2004-12-31
2004,12,31,16:01:03,13.6876,93.0056,29,4.4,2004-12-31
2004,12,31,16:31:41,13.5654,93.3676,0,3.4,2004-12-31
2004,12,31,18:29:15,11.804,92.1389,0,3.6,2004-12-31
2004,12,31,20:46:49,10.9563,92.3047,0,3.8,2004-12-31
2004,12,31,21:40:04,13.7198,93.0857,0,3.6,2004-12-31
2004,12,31,22:05:49,12.3816,92.6433,26,4.4,2004-12-31
2004,12,31,23:01:05,13.5156,92.9223,0,3.6,2004-12-31
2004,12,31,23:05:23,13.1554,92.431,31,4.3,2004-12-31
2005,1,1,18:24:07,12.393,92.4941,26,4.9,2005-01-01
2005,1,2,7:21:28,11.9136,92.2,27,4.6,2005-01-02
2005,1,2,20:41:30,11.2608,92.1832,14.7,4.6,2005-01-02
2005,1,3,9:14:03,10.6351,92.2395,25.1,5.1,2005-01-03
2005,1,4,9:13:12,10.7327,92.421,19.4,6,2005-01-04
2005,1,4,9:17:51,10.6018,92.2425,29,5.3,2005-01-04
2005,1,5,8:33:00,13.0553,92.4996,28,5.2,2005-01-05
2005,1,5,14:01:31,12.9101,92.9125,32,4.7,2005-01-05
2005,1,6,1:50:21,12.1561,92.8263,41,4.7,2005-01-06
2005,1,7,1:43:45,13.7248,92.9311,30.5,4.1,2005-01-07
2005,1,7,6:44:41,10.5707,92.2727,0,3.6,2005-01-07
2005,1,7,8:39:34,11.9471,92.0455,27,3.8,2005-01-07
2005,1,7,10:07:18,13.4467,92.6815,0,3.7,2005-01-07
2005,1,7,12:27:47,10.718,92.9068,0,3.9,2005-01-07
2005,1,7,12:29:56,13.19,93.2877,58,3.7,2005-01-07
2005,1,7,12:31:25,13.5359,92.8609,29,4.2,2005-01-07
2005,1,7,13:15:50,13.2046,93.2204,0,3.6,2005-01-07
2005,1,7,21:08:24,13.1714,93.3514,0,3.5,2005-01-07
2005,1,8,0:16:08,13.5633,93.2835,35,3.7,2005-01-08
2005,1,8,2:48:21,12.4596,93.144,41,4.8,2005-01-08
2005,1,8,5:30:45,10.6201,91.9171,22.2,5.1,2005-01-08
2005,1,8,11:59:36,12.559,92.7807,41,3.7,2005-01-08
2005,1,8,12:24:24,10.4329,92.0984,114.4,3.3,2005-01-08
2005,1,8,12:31:35,11.3838,92.7441,27.7,4.7,2005-01-08
2005,1,8,20:02:13,11.484,92.2403,29,4.7,2005-01-08
2005,1,8,23:26:08,12.9381,91.946,35,3.6,2005-01-08
2005,1,9,3:57:59,11.3545,92.6237,26,3.9,2005-01-09
2005,1,9,13:52:37,13.1985,93.0672,0,3.5,2005-01-09
2005,1,9,17:35:03,12.3067,91.9942,13.1,3.9,2005-01-09
2005,1,9,20:19:05,13.5559,93.0449,29,3.9,2005-01-09
2005,1,9,20:43:39,10.5968,92.1502,0,3.8,2005-01-09
2005,1,9,21:20:55,10.42,92.0493,0,3.3,2005-01-09
2005,1,9,22:00:28,13.469,93.58,0,3.4,2005-01-09
2005,1,9,23:20:38,10.5612,92.2399,31.5,4.9,2005-01-09
2005,1,10,3:53:22,13.0641,93.5045,0,3.6,2005-01-10
2005,1,10,10:05:51,13.0304,93.3611,0,3.2,2005-01-10
2005,1,10,10:54:46,13.3181,92.7254,0,3.7,2005-01-10
2005,1,10,11:45:19,13.145,92.7859,0,3.5,2005-01-10
2005,1,10,15:20:17,13.6525,93.1554,12.2,4.8,2005-01-10
2005,1,10,19:23:46,13.7178,92.9416,29,3.5,2005-01-10
2005,1,10,21:28:56,12.3745,93.0711,0,3.5,2005-01-10
2005,1,10,22:33:46,13.2438,92.6213,29,3.9,2005-01-10
2005,1,10,23:37:21,12.585,92.0489,0,3.6,2005-01-10
2005,1,10,23:45:06,10.444,92.6386,34.2,4.6,2005-01-10
2005,1,11,9:49:26,11.3038,93.0499,0,3.7,2005-01-11
2005,1,11,10:41:33,13.095,92.3205,31,4.2,2005-01-11
2005,1,11,11:03:32,10.9744,91.9172,27,4.2,2005-01-11
2005,1,11,11:29:55,10.9062,92.03,27,4.4,2005-01-11
2005,1,11,14:31:45,10.9951,91.9414,27,4.3,2005-01-11
2005,1,11,16:22:14,11.1148,93.0901,54,4,2005-01-11
2005,1,11,17:56:52,12.9438,93.0448,58,3.9,2005-01-11
2005,1,11,19:05:12,10.5389,92.0694,0,3.6,2005-01-11
2005,1,11,22:46:21,10.3037,92.7218,23.4,3.6,2005-01-11
2005,1,11,22:55:49,11.9158,92.1504,24.1,4.7,2005-01-11
2005,1,12,0:09:39,12.5807,92.2658,0,3.4,2005-01-12
2005,1,12,0:59:22,13.649,92.6093,29,4,2005-01-12
2005,1,12,2:57:15,10.3447,91.953,0,4,2005-01-12
2005,1,12,4:21:48,12.6257,92.4676,26,4.1,2005-01-12
2005,1,12,8:12:40,11.3092,92.3361,0,3.9,2005-01-12
2005,1,12,16:52:50,12.7326,92.6542,0,3.6,2005-01-12
2005,1,12,18:25:14,13.2831,93.1348,0,3.3,2005-01-12
2005,1,12,19:50:01,13.5807,92.8,29,4.4,2005-01-12
2005,1,12,22:56:18,13.0449,92.5443,0,3.4,2005-01-12
2005,1,13,5:30:21,11.8966,92.1589,22.5,4.7,2005-01-13
2005,1,13,9:02:44,13.4207,92.3486,29,3.6,2005-01-13
2005,1,13,11:18:56,13.2296,92.8452,0,3.6,2005-01-13
2005,1,13,11:52:14,12.9718,91.9527,0,3.8,2005-01-13
2005,1,13,22:45:02,13.5403,92.7405,29,3.7,2005-01-13
2005,1,14,6:11:51,12.9262,92.0393,26.8,4,2005-01-14
2005,1,14,6:56:41,11.0796,92.8201,0,3.9,2005-01-14
2005,1,14,11:38:43,11.9155,92.1087,23,3.9,2005-01-14
2005,1,14,17:05:21,11.3858,92.8928,10,3.6,2005-01-14
2005,1,14,17:48:46,11.9926,92.4327,23,4.2,2005-01-14
2005,1,14,21:28:43,13.6541,93.1444,29,3.5,2005-01-14
2005,1,15,5:52:06,13.2169,93.5185,35,3.9,2005-01-15
2005,1,15,13:40:28,13.6189,92.7148,0,3.5,2005-01-15
2005,1,16,1:36:42,12.9008,92.0112,35,4.1,2005-01-16
2005,1,16,2:56:24,13.1696,92.1503,35,4.1,2005-01-16
2005,1,16,7:28:05,10.851,92.0055,27,4.5,2005-01-16
2005,1,16,8:30:22,10.9997,92.8396,0,3.8,2005-01-16
2005,1,16,13:24:20,13.0458,93.1507,32,4,2005-01-16
2005,1,16,21:20:37,13.3992,92.5758,0,3.6,2005-01-16
2005,1,16,23:54:01,11.9556,92.9521,41,3.5,2005-01-16
2005,1,17,7:05:28,10.4527,91.9159,0,3.8,2005-01-17
2005,1,17,17:19:23,10.9131,92.085,26.4,4.5,2005-01-17
2005,1,17,18:21:58,10.28,92.8943,0,3.3,2005-01-17
2005,1,17,18:59:33,11.3365,92.3907,0,3.4,2005-01-17
2005,1,17,21:04:46,13.5004,93.42,0,3.6,2005-01-17
2005,1,17,23:53:46,11.7122,92.0162,0,3.4,2005-01-17
2005,1,18,1:08:10,13.1007,92.2577,31,4.2,2005-01-18
2005,1,18,2:36:45,10.6043,91.9497,23.6,4.8,2005-01-18
2005,1,18,3:36:20,13.6861,92.709,29,4.2,2005-01-18
2005,1,18,7:07:24,12.3951,93.4673,0,3.6,2005-01-18
2005,1,18,9:23:53,13.5873,92.8496,19.9,4.4,2005-01-18
2005,1,19,5:39:47,11.2689,91.952,0,3.5,2005-01-19
2005,1,19,10:42:51,12.7227,93.0904,41,3.8,2005-01-19
2005,1,19,11:01:44,12.8327,92.2699,35,3.8,2005-01-19
2005,1,19,19:03:18,12.0489,92.9867,41,3.8,2005-01-19
2005,1,19,22:42:23,11.4418,92.5964,26,3.5,2005-01-19
2005,1,19,22:46:59,13.3028,92.0953,35,4.9,2005-01-19
2005,1,20,15:17:38,13.2041,92.476,31,4.8,2005-01-20
2005,1,20,15:40:48,12.7276,92.6998,0,3.8,2005-01-20
2005,1,20,18:43:55,13.4922,93.1048,0,3.4,2005-01-20
2005,1,20,20:50:14,11.8447,92.0265,0,3.6,2005-01-20
2005,1,21,19:01:32,11.2223,91.997,0,3.6,2005-01-21
2005,1,21,20:06:34,13.213,92.6288,31,3.9,2005-01-21
2005,1,21,22:21:31,10.95,92.1404,21,4.6,2005-01-21
2005,1,21,22:54:23,11.1626,92.0574,27,3.9,2005-01-21
2005,1,22,5:05:11,13.5464,92.8112,29,4.1,2005-01-22
2005,1,22,10:05:12,10.8321,92.5976,0,3.9,2005-01-22
2005,1,22,15:51:32,13.4581,91.9079,0,3.4,2005-01-22
2005,1,23,8:22:15,13.6243,92.76,29.2,4.7,2005-01-23
2005,1,23,10:42:25,11.1347,92.0069,27,3.6,2005-01-23
2005,1,23,15:06:10,13.5052,92.784,0,3.3,2005-01-23
2005,1,23,15:59:40,13.6264,93.2344,35,3.7,2005-01-23
2005,1,23,16:04:25,12.7254,92.8371,17.6,4,2005-01-23
2005,1,23,16:08:27,13.2912,92.9747,0,3.2,2005-01-23
2005,1,23,17:36:03,10.5499,92.0491,0,3.3,2005-01-23
2005,1,23,17:44:43,13.5839,93.002,29,3.8,2005-01-23
2005,1,23,19:42:37,13.5158,92.744,29,4,2005-01-23
2005,1,24,7:14:04,10.4967,92.8814,53,4.2,2005-01-24
2005,1,24,16:51:18,10.4873,92.1913,0,3.5,2005-01-24
2005,1,24,18:01:37,10.5005,92.8575,0,4.4,2005-01-24
2005,1,24,20:35:02,12.1425,92.0815,27,3.7,2005-01-24
2005,1,25,1:34:21,10.4303,93.2186,35,3.8,2005-01-25
2005,1,25,1:38:44,13.1331,92.4072,31,4.2,2005-01-25
2005,1,25,16:07:31,11.7372,92.257,26,4.1,2005-01-25
2005,1,25,17:25:09,11.6675,92.007,29,3.7,2005-01-25
2005,1,25,17:56:59,13.0336,92.7987,0,3.6,2005-01-25
2005,1,25,22:47:47,13.6002,92.7647,0,3.5,2005-01-25
2005,1,26,0:23:12,10.4892,92.0081,0,3.9,2005-01-26
2005,1,26,0:29:46,10.5846,92.28,29,4.4,2005-01-26
2005,1,26,3:26:55,12.7773,92.4269,0,3.4,2005-01-26
2005,1,26,5:14:36,13.6553,92.5521,29,4.2,2005-01-26
2005,1,26,11:14:33,11.1763,91.9806,0,3.3,2005-01-26
2005,1,27,2:34:54,12.5502,93.4589,0,3.8,2005-01-27
2005,1,27,5:35:23,13.4707,92.7637,29,4.9,2005-01-27
2005,1,27,12:23:56,13.2339,93.0624,32,4.5,2005-01-27
2005,1,28,2:38:54,12.884,92.391,31,4,2005-01-28
2005,1,28,3:16:52,11.5206,92.4288,0,4,2005-01-28
2005,1,28,6:25:04,13.3136,92.5425,29,4.3,2005-01-28
2005,1,28,9:02:08,11.4405,92.9876,76.8,3.6,2005-01-28
2005,1,28,13:32:50,12.3934,92.8869,0,3.6,2005-01-28
2005,1,28,21:20:15,10.3169,92.6929,29,4.2,2005-01-28
2005,1,29,4:08:17,12.0456,92.2886,23,4.1,2005-01-29
2005,1,29,5:42:57,13.3442,92.1138,0,3.6,2005-01-29
2005,1,29,5:44:12,13.1691,92.9817,22.7,5.5,2005-01-29
2005,1,29,17:38:07,11.6958,92.272,26,3.7,2005-01-29
2005,1,29,19:39:17,13.7071,93.0092,29,3.9,2005-01-29
2005,1,29,22:59:55,12.4838,92.2726,28.7,4.8,2005-01-29
2005,1,30,3:37:35,13.1784,93.0015,29,4.6,2005-01-30
2005,1,30,7:02:25,13.2512,92.9004,28.5,5,2005-01-30
2005,1,31,3:02:50,13.4066,92.8322,29,4.8,2005-01-31
2005,1,31,9:19:27,13.657,92.6832,29,4.3,2005-01-31
2005,2,1,4:41:33,12.7229,92.46,24.8,4.9,2005-02-01
2005,2,5,1:58:10,13.4982,92.757,23,4.6,2005-02-05
2005,2,5,8:14:03,13.7203,92.7556,29,4.5,2005-02-05
2005,2,6,23:01:42,13.483,91.9988,35,4.5,2005-02-06
2005,2,7,1:26:54,13.4984,92.7213,29,4.2,2005-02-07
2005,2,7,15:57:52,10.6736,92.3509,29,4.7,2005-02-07
2005,2,9,1:39:10,13.6568,92.6996,29,4.3,2005-02-09
2005,2,9,12:49:29,10.8938,93.2877,50,4,2005-02-09
2005,2,9,21:45:45,10.7851,93.4237,50,4,2005-02-09
2005,2,10,4:03:32,12.9101,92.9234,0,3.6,2005-02-10
2005,2,10,11:46:33,10.4294,92.2772,0,3.5,2005-02-10
2005,2,11,5:14:19,10.639,93.2659,25,3.9,2005-02-11
2005,2,11,19:43:22,13.3528,92.9518,0,3.3,2005-02-11
2005,2,12,13:03:23,13.0575,92.5051,0,3.2,2005-02-12
2005,2,13,6:34:08,12.016,93.454,30,3.9,2005-02-13
2005,2,13,9:48:41,11.7353,92.6065,0,3.6,2005-02-13
2005,2,13,10:23:50,13.0381,93.2045,39.4,4.6,2005-02-13
2005,2,13,12:37:28,12.6615,92.1918,111.8,3.2,2005-02-13
2005,2,13,12:43:34,12.7444,92.4354,0,3.3,2005-02-13
2005,2,14,5:02:56,13.1431,92.4936,31,4,2005-02-14
2005,2,14,18:37:54,12.4046,92.9187,0,3.6,2005-02-14
2005,2,14,22:06:31,13.5015,92.8518,29,3.9,2005-02-14
2005,2,15,2:01:30,13.4909,92.9787,0,3.7,2005-02-15
2005,2,15,2:32:03,13.467,92.9842,20,4.2,2005-02-15
2005,2,16,0:16:04,13.6203,92.9415,29,4.1,2005-02-16
2005,2,16,3:14:51,13.4595,93.4383,0,3.8,2005-02-16
2005,2,16,4:42:37,13.4962,92.6598,0,4,2005-02-16
2005,2,16,6:36:42,13.6282,92.8117,29,4.4,2005-02-16
2005,2,16,15:56:08,13.082,92.2219,10,3.8,2005-02-16
2005,2,17,11:10:44,13.6884,92.8545,29,4.2,2005-02-17
2005,2,17,16:18:20,11.953,92.8785,25,3.7,2005-02-17
2005,2,17,16:25:14,13.2642,92.4323,0,3.6,2005-02-17
2005,2,17,20:13:23,13.1381,92.2563,35,4,2005-02-17
2005,2,18,13:59:06,10.7337,92.1149,0,3.4,2005-02-18
2005,2,18,17:10:29,13.3499,92.9191,0,3.2,2005-02-18
2005,2,18,22:45:27,12.956,92.5763,0,3.4,2005-02-18
2005,2,19,18:32:13,12.7443,92.3231,26,3.8,2005-02-19
2005,2,19,20:04:44,12.664,92.3038,0,3.5,2005-02-19
2005,2,20,11:43:42,11.3978,92.1667,31.4,5,2005-02-20
2005,2,20,15:05:40,10.3968,92.4327,0,3.4,2005-02-20
2005,2,20,18:09:35,12.8843,91.952,0,3.6,2005-02-20
2005,2,20,18:26:42,13.151,92.9569,0,3.1,2005-02-20
2005,2,20,23:20:31,13.7186,92.9047,29,4.1,2005-02-20
2005,2,21,0:39:36,13.3932,92.6968,29,3.8,2005-02-21
2005,2,21,2:06:50,13.2906,92.3706,0,3.6,2005-02-21
2005,2,24,9:03:29,11.6654,92.9406,0,3.6,2005-02-24
2005,2,24,18:06:51,12.0861,92.2321,0,3.6,2005-02-24
2005,2,25,12:35:10,13.0396,92.8707,0,3.5,2005-02-25
2005,2,25,15:45:02,12.6623,92.0788,0,3.6,2005-02-25
2005,2,26,9:59:03,11.9133,92.0474,27,4.5,2005-02-26
2005,2,27,7:13:13,13.3964,92.429,29,3.9,2005-02-27
2005,2,27,13:37:51,13.334,92.5933,0,3.5,2005-02-27
2005,2,27,15:02:39,12.6093,92.3743,0,3.7,2005-02-27
2005,2,27,16:14:50,12.9928,93.3924,58,3.5,2005-02-27
2005,2,28,6:50:15,12.9472,92.6498,0,3.6,2005-02-28
2005,2,28,11:05:29,12.9531,93.1501,0,3.5,2005-02-28
