year,month,date,Time,latitude,longitude,depth,magnitude,DATE
2006,3,30,6:02:22,34.7363,73.3536,21,4,2006-03-30
2006,3,30,10:34:08,34.848,73.8057,34,4.1,2006-03-30
2006,4,1,18:46:40,34.528,73.3818,22,3.6,2006-04-01
2006,4,3,20:43:07,34.0374,73.7568,20,3.8,2006-04-03
2006,4,4,11:40:14,33.2253,75.8531,28,3.6,2006-04-04
2006,4,8,14:50:05,34.3064,73.7517,22,3.5,2006-04-08
2006,4,10,2:23:03,34.6942,73.3091,21,4,2006-04-10
2006,4,10,5:53:55,35.0643,73.7794,0,3.6,2006-04-10
2006,4,12,2:22:27,33.0919,75.0325,35,3.5,2006-04-12
2006,4,15,11:51:20,34.2762,73.6526,22,3.7,2006-04-15
2006,4,21,4:10:24,36.682,77.0761,77,3.6,2006-04-21
2006,4,21,23:20:54,32.3616,76.7469,14,3.8,2006-04-21
2006,4,22,20:06:42,36.1652,73.5556,48,3.5,2006-04-22
2006,4,23,11:42:35,37.009,75.4635,35,3.7,2006-04-23
2006,4,25,4:38:55,34.7287,73.7145,22,3.5,2006-04-25
2006,4,25,9:28:42,34.4645,73.7518,22,4.1,2006-04-25
2006,5,2,1:28:35,34.3244,73.8479,26,4,2006-05-02
2006,5,2,19:44:42,34.4789,73.5361,22,3.7,2006-05-02
2006,5,3,1:58:32,36.2484,75.6639,35,3.3,2006-05-03
2006,5,5,8:14:23,34.5732,73.286,22,3.7,2006-05-05
2006,5,9,13:30:20,32.7514,76.6688,14,4.5,2006-05-09
2006,5,10,4:50:59,34.8836,73.3114,21,3.8,2006-05-10
2006,5,22,8:31:17,34.1267,73.8256,20,4.1,2006-05-22
2006,5,25,2:47:24,36.2437,76.1636,38,4.1,2006-05-25
2006,5,26,0:41:39,33.0732,76.1813,45.4,5,2006-05-26
2006,5,26,23:43:56,35.3366,74.6044,34,3,2006-05-26
2006,6,11,0:59:48,33.0708,75.8726,10,3.5,2006-06-11
2006,6,23,1:49:15,36.3712,75.7724,35,3.2,2006-06-23
2006,6,24,10:36:43,34.4939,73.8168,26,3.7,2006-06-24
2006,6,26,4:18:47,34.812,74.3872,34,3.6,2006-06-26
2006,6,26,6:52:45,34.7856,73.3436,21,3.7,2006-06-26
2006,6,26,9:12:43,34.7883,73.9035,34,3.9,2006-06-26
2006,7,3,23:00:09,36.0338,73.3931,100,3.8,2006-07-03
2006,7,8,13:31:27,34.9152,73.9417,34,4.6,2006-07-08
2006,7,18,10:42:30,32.8581,77.4621,35,4,2006-07-18
2006,7,20,0:10:54,31.7835,78.2695,11.6,3.8,2006-07-20
2006,7,20,0:34:57,31.7813,78.2752,17,3.7,2006-07-20
2006,7,20,7:52:30,31.8086,78.3429,12,3.6,2006-07-20
2006,7,21,22:32:49,31.7438,78.3456,10.7,3.6,2006-07-21
2006,7,28,10:21:19,34.9211,73.8469,34,4,2006-07-28
2006,8,12,21:55:06,34.9495,73.8076,34,3.6,2006-08-12
2006,9,5,12:38:03,32.6467,73.5079,35,4.1,2006-09-05
2006,9,7,13:05:12,34.9521,78.0476,35,3.9,2006-09-07
2006,9,11,18:12:23,35.5169,78.1622,17.5,5.5,2006-09-11
2006,9,13,4:23:11,32.802,76.5717,30.9,3.5,2006-09-13
2006,9,14,2:44:12,36.4498,76.6742,114.1,4.9,2006-09-14
2006,9,14,11:10:57,34.7285,73.7093,10,4,2006-09-14
2006,9,19,10:10:35,34.8863,73.8477,10,3.5,2006-09-19
2006,9,25,12:22:20,34.8452,73.304,24,4.4,2006-09-25
2006,9,28,20:47:16,33.3565,75.4978,22,3.9,2006-09-28
2006,9,30,17:15:31,35.7795,73.5882,48,3.9,2006-09-30
2006,10,8,22:32:23,35.7965,76.0913,38,3.9,2006-10-08
2006,10,26,23:09:18,34.8702,74.1797,34,4,2006-10-26
2006,10,27,18:42:30,34.2779,73.8216,26,3.9,2006-10-27
2006,11,5,8:09:52,33.9577,73.8128,20,3.8,2006-11-05
2006,11,6,8:32:28,34.8739,73.5029,22,3.7,2006-11-06
2006,11,7,3:36:06,34.3637,74.0432,24.9,4.1,2006-11-07
2006,11,9,22:28:57,36.0466,76.0597,38,4.2,2006-11-09
2006,11,23,14:39:38,34.4687,73.6031,22,3.7,2006-11-23
2006,11,25,8:50:36,35.5418,78.2652,26,4.3,2006-11-25
2006,11,25,8:52:50,35.8593,78.0955,0,3.8,2006-11-25
2006,11,29,13:48:54,34.7944,73.8399,34,4.1,2006-11-29
2006,12,6,14:36:11,34.1865,73.5284,27,3.4,2006-12-06
2006,12,8,20:22:05,34.1606,73.6974,20,4,2006-12-08
2006,12,10,8:00:39,31.5235,77.0204,15.4,3.7,2006-12-10
2006,12,10,8:19:27,31.5073,77.0258,14.1,4,2006-12-10
2006,12,17,21:39:20,34.4846,76.2722,35,3.4,2006-12-17
2006,12,26,16:25:20,33.2672,75.9277,26,4,2006-12-26
2007,1,8,2:58:23,35.7275,73.8939,28,3.7,2007-01-08
2007,1,9,1:54:57,34.6672,73.305,22,3.9,2007-01-09
2007,1,13,20:38:02,34.688,73.5519,22,3.4,2007-01-13
2007,1,18,2:26:07,35.9025,74.2769,10,4.3,2007-01-18
2007,1,20,19:10:06,33.2075,73.769,35,3.8,2007-01-20
2007,1,20,19:13:06,33.1382,73.7109,35,3.6,2007-01-20
2007,1,23,13:33:47,34.919,73.7863,21,4.1,2007-01-23
2007,1,30,1:34:33,35.9209,73.7275,48,3.3,2007-01-30
2007,1,30,21:34:14,36.6839,74.1684,35,3.6,2007-01-30
2007,1,31,13:21:46,35.8883,79.4389,0,3.3,2007-01-31
2007,2,1,8:12:19,36.699,73.2786,10,3.6,2007-02-01
2007,2,3,0:51:12,32.0978,78.6712,12,4.1,2007-02-03
2007,2,9,4:37:46,32.7186,73.6303,10,3.9,2007-02-09
2007,2,9,9:13:56,32.7461,73.7751,35,3.6,2007-02-09
2007,2,9,21:35:43,36.631,77.3883,35,3.4,2007-02-09
2007,2,12,23:12:01,36.8765,79.621,16,4.2,2007-02-12
2007,2,22,2:14:14,34.8367,73.6387,35,3.4,2007-02-22
2007,2,24,9:06:18,33.279,75.719,40.4,3.9,2007-02-24
2007,3,16,10:00:11,34.737,73.5075,22,3.5,2007-03-16
2007,3,21,5:13:38,35.9263,78.3723,0,3.7,2007-03-21
2007,3,28,2:38:32,34.7579,73.4786,21,3.6,2007-03-28
2007,4,2,0:40:26,34.9506,76.4029,35,3.6,2007-04-02
2007,4,11,3:47:28,35.8824,78.331,100,4.3,2007-04-11
2007,4,19,17:22:05,34.1366,73.6913,20,3.6,2007-04-19
2007,4,28,2:02:54,36.7921,75.7842,35,3.8,2007-04-28
2007,5,1,5:50:57,35.5227,78.7956,35,3.5,2007-05-01
2007,5,6,21:50:58,34.8433,73.8338,34,3.4,2007-05-06
2007,5,19,11:11:51,35.5585,77.4186,0,3.6,2007-05-19
2007,5,26,16:45:54,36.7595,73.847,35,3.8,2007-05-26
2007,6,5,5:20:02,35.6711,79.1089,35,3.5,2007-06-05
2007,6,8,15:29:30,34.3949,73.6401,28.6,4.6,2007-06-08
2007,6,14,0:27:29,33.2164,75.8325,28,3.7,2007-06-14
2007,6,14,19:52:42,32.4694,76.6871,14,3.8,2007-06-14
2007,6,14,21:20:13,35.2804,78.8788,35,3.5,2007-06-14
2007,6,17,23:55:02,32.7014,76.6668,14,3.9,2007-06-17
2007,6,22,19:12:42,34.4002,74.2578,35,3.7,2007-06-22
2007,6,24,6:13:18,35.2741,73.8104,28,3.6,2007-06-24
2007,6,25,0:56:44,35.0085,76.0452,0,3.5,2007-06-25
2007,6,27,3:31:40,35.3343,74.8479,100,3.3,2007-06-27
2007,6,28,1:24:32,36.7097,76.4263,86,3.8,2007-06-28
2007,6,28,7:16:26,36.8373,74.1162,35,4.1,2007-06-28
2007,7,7,13:24:37,34.3158,73.886,26,3.4,2007-07-07
2007,7,24,17:45:23,33.3436,74.5936,35,3.6,2007-07-24
2007,7,29,14:07:36,35.6908,78.1351,64.3,3.3,2007-07-29
2007,7,30,14:27:52,36.4487,76.811,77,3.6,2007-07-30
2007,8,1,4:53:36,34.0082,74.5507,26,3.6,2007-08-01
2007,8,5,9:50:44,35.2575,75.185,35,3.9,2007-08-05
2007,8,6,1:32:03,34.2819,73.6843,0,3.6,2007-08-06
2007,8,21,1:15:54,34.2228,73.425,27,3.8,2007-08-21
2007,8,29,4:27:26,33.633,73.5351,16,4,2007-08-29
2007,9,4,1:38:00,34.4258,74.1866,26,3.6,2007-09-04
2007,10,4,5:14:17,32.5296,76.1812,20,4,2007-10-04
2007,10,5,18:59:56,34.836,73.432,21,3.8,2007-10-05
2007,10,6,1:39:03,34.5083,74.3731,35,4,2007-10-06
2007,10,14,5:47:56,33.2277,75.7156,11,4.2,2007-10-14
2007,10,14,5:53:05,32.9228,75.5527,0,3.9,2007-10-14
2007,10,15,22:53:24,34.7286,74.0247,34,3.8,2007-10-15
2007,10,19,20:45:55,33.4495,73.5399,16,3.8,2007-10-19
2007,10,22,0:13:42,35.41,78.0681,32,3.8,2007-10-22
2007,10,24,23:14:20,35.7849,77.4496,44,4.1,2007-10-24
2007,10,26,6:50:08,35.2402,76.6455,24.7,5.3,2007-10-26
2007,11,2,21:25:40,33.1584,76.2006,31,3.6,2007-11-02
2007,12,11,15:56:39,35.0026,77.4057,17.3,5.2,2007-12-11
2007,12,11,16:01:34,34.9663,77.4424,21,4.1,2007-12-11
2007,12,18,22:53:13,34.5983,73.3031,22,3.9,2007-12-18
2007,12,19,5:05:09,33.1761,73.7452,15,3.8,2007-12-19
2007,12,19,6:29:21,34.5064,73.4502,22,3.9,2007-12-19
2007,12,26,19:31:22,35.3674,76.5274,35,3.7,2007-12-26
2008,1,3,14:10:16,33.1886,75.9005,10,3.5,2008-01-03
2008,1,5,1:19:13,36.9072,78.9955,17,3.3,2008-01-05
2008,1,6,16:25:30,34.5724,73.5364,22,3.7,2008-01-06
2008,1,9,11:44:59,34.2328,73.7738,20,3.9,2008-01-09
2008,1,12,1:05:14,35.6913,75.3936,35,3.9,2008-01-12
2008,1,24,3:43:48,34.2064,74.1757,26,3.8,2008-01-24
2008,1,28,0:31:26,34.2371,74.1106,20,3.8,2008-01-28
2008,2,2,16:42:38,34.8593,73.3644,22,3.4,2008-02-02
2008,2,4,17:02:13,36.8385,73.3597,35,3.5,2008-02-04
2008,2,6,23:37:24,34.6804,73.3338,22,3.9,2008-02-06
2008,2,7,18:01:44,34.3908,73.9046,26,3.5,2008-02-07
2008,2,8,13:01:49,35.0167,77.5991,21,3.5,2008-02-08
2008,2,20,2:36:03,33.9624,74.6473,26,3.7,2008-02-20
2008,2,23,2:23:04,36.5079,75.8234,35,3.6,2008-02-23
2008,2,25,7:25:08,33.8041,74.8841,40,4.3,2008-02-25
2008,2,27,6:40:17,34.5096,73.725,67.6,3.2,2008-02-27
2008,2,29,18:40:53,33.8504,74.9996,40,3.7,2008-02-29
2008,3,1,8:36:07,35.6239,74.9805,25,4.4,2008-03-01
2008,3,1,9:22:27,35.596,74.9564,25,4.6,2008-03-01
2008,3,5,22:57:12,33.8051,74.9282,40,4.3,2008-03-05
2008,3,8,3:33:16,33.224,76.5421,35,3.9,2008-03-08
2008,3,9,1:25:10,34.7018,73.5319,22,3.5,2008-03-09
2008,3,11,6:13:32,34.2673,73.8009,20,4.2,2008-03-11
2008,3,11,16:44:05,33.0433,76.0384,28,3.5,2008-03-11
2008,3,12,19:35:15,36.6615,78.2828,35,3.7,2008-03-12
2008,3,16,1:36:34,35.3281,74.5176,34,3.9,2008-03-16
2008,3,16,5:44:37,33.8567,75.0124,40,3.7,2008-03-16
2008,3,24,9:48:32,32.8917,76.2702,15,3.5,2008-03-24
2008,3,27,11:56:41,35.4829,73.5712,37,3.8,2008-03-27
2008,4,5,19:27:59,33.0132,75.9904,28,3.3,2008-04-05
2008,4,15,21:34:02,34.1746,74.2234,20,3.7,2008-04-15
2008,4,21,4:39:08,36.4105,76.3134,0,3.6,2008-04-21
2008,4,23,16:03:03,34.4353,74.2481,10,3.1,2008-04-23
2008,5,2,20:20:54,32.8506,76.2012,28,3.3,2008-05-02
2008,5,5,3:20:29,34.2418,74.1381,26,4,2008-05-05
2008,5,6,12:09:43,35.3625,77.1511,10,3.6,2008-05-06
2008,5,7,16:40:14,36.6486,77.312,77,3.5,2008-05-07
2008,5,10,6:35:54,33.102,76.2467,28,4.4,2008-05-10
2008,5,12,9:28:31,34.5739,73.6986,22,3.9,2008-05-12
2008,5,16,2:35:31,34.8192,77.9876,35,3.5,2008-05-16
2008,5,20,23:42:17,32.7453,75.8479,28,3.6,2008-05-20
2008,5,21,23:31:17,35.4095,75.5394,0,3.7,2008-05-21
2008,5,23,21:17:27,33.5612,76.0588,26,3.5,2008-05-23
2008,5,29,22:30:38,32.6229,76.0237,20,3.6,2008-05-29
2008,5,30,17:16:00,35.8411,78.5927,100,3.6,2008-05-30
2008,5,30,19:00:38,32.9385,75.9817,9,3.2,2008-05-30
2008,6,8,7:28:16,34.6915,74.3025,26,3.6,2008-06-08
2008,6,9,14:45:09,34.8496,74.2751,34,3.3,2008-06-09
2008,6,9,15:13:52,34.7207,73.3774,21,3.7,2008-06-09
2008,6,15,11:01:59,32.9739,76.41,15,4.1,2008-06-15
2008,6,18,11:00:42,36.0397,78.0858,88,3.3,2008-06-18
2008,6,19,16:34:02,33.6109,73.3043,0,3.3,2008-06-19
2008,7,5,10:28:25,33.4649,76.0527,26,4,2008-07-05
2008,7,12,9:46:54,34.5118,73.8571,26,3.9,2008-07-12
2008,7,14,13:36:39,36.3661,76.9692,35,3.8,2008-07-14
2008,7,17,16:20:24,36.7364,76.8928,35,3.4,2008-07-17
2008,8,4,17:42:07,35.2653,75.9809,35,4.2,2008-08-04
2008,8,16,19:59:12,35.0022,73.9505,34,3.7,2008-08-16
2008,8,17,15:20:39,34.7352,73.4477,22,3.6,2008-08-17
2008,8,22,5:23:14,36.5681,76.9747,77,4.6,2008-08-22
2008,9,8,21:07:18,36.2199,76.833,35,3.8,2008-09-08
2008,9,14,22:11:29,32.6101,76.3712,14,3.8,2008-09-14
2008,9,21,0:14:10,36.5031,77.2723,100,3.6,2008-09-21
2008,9,22,0:11:26,36.2944,73.7988,78.4,4.7,2008-09-22
2008,9,23,14:24:44,34.9193,73.6891,21,4.1,2008-09-23
2008,9,27,4:40:01,34.914,73.8168,34,4,2008-09-27
2008,10,7,8:42:46,34.8358,73.8535,34,3.9,2008-10-07
2008,10,8,8:18:55,36.9572,79.3095,10,3.7,2008-10-08
2008,10,8,15:25:52,35.2008,77.0339,34,3.8,2008-10-08
2008,10,11,12:37:11,35.1331,78.2114,0,3.8,2008-10-11
2008,10,13,4:30:17,34.748,73.9636,34,3.6,2008-10-13
2008,10,15,9:25:17,35.2805,77.0188,10,3.8,2008-10-15
2008,10,15,17:13:06,34.6831,73.7011,22,3.7,2008-10-15
2008,10,21,15:09:08,31.5927,77.3761,9,4.4,2008-10-21
2008,10,24,6:57:47,34.5776,73.4134,22,3.7,2008-10-24
2008,10,28,17:17:26,35.4689,76.6483,0,3.4,2008-10-28
2008,10,30,12:05:04,36.3427,76.6382,35,3.6,2008-10-30
2008,11,5,2:32:55,35.3207,77.9363,35,3.8,2008-11-05
2008,11,10,15:26:15,35.1819,74.475,36,3.7,2008-11-10
2008,11,20,20:01:56,34.3756,73.8156,26,3.8,2008-11-20
2008,12,15,5:06:13,36.4175,76.9067,77,4.3,2008-12-15
2008,12,17,18:42:01,34.6835,73.2897,24,3.6,2008-12-17
2008,12,19,19:58:32,36.2298,76.3688,35,4,2008-12-19
2008,12,19,21:09:31,36.3977,76.3071,0,3.4,2008-12-19
2008,12,21,5:25:08,35.9466,73.4127,79.8,4.5,2008-12-21
2009,1,3,17:08:08,32.6878,73.7068,0,3.6,2009-01-03
2009,1,9,12:40:20,31.784,78.3587,23.8,3.9,2009-01-09
2009,1,26,16:00:29,32.6248,76.5325,14,3.2,2009-01-26
2009,1,27,6:06:01,36.2502,76.4792,35,4,2009-01-27
2009,1,31,3:07:16,32.5494,76.4946,14,4,2009-01-31
2009,2,4,2:02:33,34.2051,73.6473,27,3.9,2009-02-04
2009,2,8,14:33:15,34.4012,73.5475,22,4.6,2009-02-08
2009,2,10,12:14:33,33.8378,74.5207,26,3.6,2009-02-10
2009,2,20,3:48:50,34.2492,73.8418,17.4,5.4,2009-02-20
2009,2,22,13:23:47,36.2571,74.4701,81.6,3.8,2009-02-22
2009,3,3,23:45:15,33.6527,78.3889,35,3.7,2009-03-03
2009,3,4,16:48:20,36.5662,77.3859,102.5,3.5,2009-03-04
2009,3,8,17:02:08,36.0704,78.0884,120.4,4.1,2009-03-08
2009,3,13,0:34:21,35.8837,73.3492,48,3.3,2009-03-13
2009,3,16,18:40:57,36.0909,77.2097,35,4,2009-03-16
2009,3,19,5:24:42,34.4028,73.8618,26,4,2009-03-19
2009,3,22,13:10:27,36.1536,77.169,35,3.3,2009-03-22
2009,4,8,19:52:35,35.7573,78.6521,0,3,2009-04-08
2009,4,27,4:02:22,34.9667,73.654,21,3.6,2009-04-27
2009,5,1,7:52:59,35.4558,76.3904,35,3.6,2009-05-01
2009,5,7,1:09:46,34.78,73.2704,21,3.7,2009-05-07
2009,5,10,3:00:41,34.2355,73.6532,27,3.4,2009-05-10
2009,5,10,10:17:50,36.1467,77.0102,35,3.7,2009-05-10
2009,5,19,19:29:50,33.2061,75.8524,26.9,5,2009-05-19
2009,5,21,12:33:54,36.2508,77.564,89.2,5.4,2009-05-21
2009,6,4,13:50:58,32.8849,76.0685,16.4,3.9,2009-06-04
2009,7,3,0:21:24,34.5816,73.6911,26,3.8,2009-07-03
2009,7,15,3:28:40,36.7369,77.1968,35,3.6,2009-07-15
2009,7,17,11:07:48,32.529,76.718,14,4.5,2009-07-17
2009,7,18,4:48:02,32.7417,75.5846,50,3.5,2009-07-18
2009,7,25,15:07:12,36.1278,77.9927,88,3.4,2009-07-25
2009,8,7,17:52:49,36.6458,77.2041,77,3.6,2009-08-07
2009,8,8,1:00:07,34.4977,73.6241,22,3.4,2009-08-08
2009,8,13,18:53:32,35.782,76.7631,35,4.1,2009-08-13
2009,8,13,19:05:54,35.6548,76.6164,35,3.9,2009-08-13
2009,8,13,19:14:56,35.5163,77.0062,0,3.9,2009-08-13
2009,9,25,22:40:09,32.9335,75.8711,14.4,3.4,2009-09-25
2009,9,26,8:23:33,34.7777,73.4803,21,3.6,2009-09-26
2009,10,10,9:12:29,31.5867,74.2304,10,3.7,2009-10-10
2009,10,14,17:27:18,36.3209,77.5596,96,4,2009-10-14
2009,11,6,16:24:13,36.0539,76.9965,10,4.1,2009-11-06
2009,11,17,8:57:34,34.9205,73.9388,34,3.4,2009-11-17
2009,11,25,14:14:34,36.6928,77.1399,77,3.7,2009-11-25
2009,11,25,17:05:55,33.0913,79.2211,35,3.9,2009-11-25
2009,12,6,4:33:16,35.7405,77.342,69.4,5.4,2009-12-06
2009,12,10,16:19:04,35.4076,76.3095,35,4.2,2009-12-10
2009,12,11,6:50:48,35.0521,77.9232,35,3.6,2009-12-11
2009,12,14,16:33:32,34.712,73.3758,22,3.6,2009-12-14
2009,12,18,7:04:57,34.6442,74.0928,26,3.2,2009-12-18
2009,12,19,7:18:39,34.5957,74.0624,0,3.5,2009-12-19
2010,1,11,6:11:16,33.1127,76.1117,28,3.8,2010-01-11
2010,1,11,17:01:48,36.6151,76.7864,86,3.4,2010-01-11
2010,1,12,10:47:11,35.1643,77.601,21,3.6,2010-01-12
2010,1,12,13:02:44,35.9099,77.3413,50,3.5,2010-01-12
2010,1,19,20:45:53,32.4489,76.8818,1.3,3.5,2010-01-19
2010,1,26,21:21:05,34.1597,73.9279,20,3.4,2010-01-26
2010,1,28,4:44:05,34.3641,73.3451,22,3.6,2010-01-28
2010,2,14,21:22:55,35.8643,75.9707,38,3.5,2010-02-14
2010,2,18,16:57:07,34.69,73.3175,22,3.7,2010-02-18
2010,2,26,1:34:51,34.7862,77.4368,35,3.8,2010-02-26
2010,3,13,16:45:05,34.4194,75.7769,35,4.5,2010-03-13
2010,3,14,6:53:22,31.5996,75.9755,35,4.5,2010-03-14
2010,3,14,19:09:06,35.3066,74.4572,40.7,4.9,2010-03-14
2010,3,23,9:59:56,33.7575,75.3254,35,3.8,2010-03-23
2010,3,25,2:33:31,32.8696,76.135,28,3.7,2010-03-25
2010,3,30,23:42:22,34.25,73.383,10,3.3,2010-03-30
2010,4,8,22:41:32,36.3996,77.2798,86.8,4.3,2010-04-08
2010,4,10,12:26:21,32.8527,76.5389,15,3.7,2010-04-10
2010,4,10,19:57:00,32.7104,75.9869,28,3.6,2010-04-10
2010,4,23,0:02:29,35.725,77.5736,100,4,2010-04-23
2010,4,26,10:37:43,35.3025,75.2666,35,4.3,2010-04-26
2010,5,14,2:27:30,35.967,76.8437,35,3.5,2010-05-14
2010,5,29,17:21:28,36.7156,77.0652,77,3.6,2010-05-29
2010,5,30,10:02:10,35.7533,77.6113,50,3.7,2010-05-30
2010,6,2,0:56:18,35.9541,76.0773,38,4,2010-06-02
2010,6,3,22:31:07,36.6865,77.0763,95.7,4.5,2010-06-03
2010,6,4,11:58:11,33.2274,76.2487,43.5,3.9,2010-06-04
2010,6,4,13:09:51,33.8552,79.368,0,3.5,2010-06-04
2010,6,18,5:15:26,34.0177,73.6922,27,3.6,2010-06-18
2010,6,21,8:42:19,32.7388,75.9871,14.7,3.6,2010-06-21
2010,7,5,14:54:11,34.2765,73.5071,22,3.5,2010-07-05
2010,7,10,16:49:19,31.7336,77.6618,10,3.3,2010-07-10
2010,7,27,12:29:29,36.054,74.4244,35,3.6,2010-07-27
2010,7,28,5:00:51,36.5976,74.4892,35,3.6,2010-07-28
2010,7,30,23:57:24,36.2094,78.0278,88,3.6,2010-07-30
2010,8,14,1:04:30,34.3511,78.8336,35,3.6,2010-08-14
2010,8,14,3:08:15,34.1803,79.0133,35,3.8,2010-08-14
2010,8,21,15:02:41,32.5052,76.628,14,3.4,2010-08-21
2010,8,22,7:16:32,35.8453,73.4296,48,3.7,2010-08-22
2010,8,27,14:42:56,35.9581,73.4673,48,4.1,2010-08-27
2010,8,29,18:31:19,32.7966,76.1402,28,3.4,2010-08-29
2010,9,2,3:04:49,35.6949,76.6226,35,3.6,2010-09-02
2010,9,10,5:11:57,35.8596,79.4019,35,3.7,2010-09-10
2010,9,11,3:10:42,33.7163,75.252,35,4.7,2010-09-11
2010,9,12,0:56:41,33.6948,75.2048,35,3.7,2010-09-12
2010,9,17,23:30:10,34.9147,73.9797,34,3.8,2010-09-17
2010,9,18,7:03:32,35.5601,76.4953,35,3.6,2010-09-18
2010,9,21,8:36:11,33.8128,75.3046,35,3.8,2010-09-21
2010,9,24,19:47:49,34.3381,73.358,22,3.3,2010-09-24
2010,10,6,2:54:53,33.0938,76.1242,28,3.7,2010-10-06
2010,10,29,1:25:39,34.8577,73.8381,34,3.8,2010-10-29
2010,11,6,10:37:20,34.9559,73.8642,34,2.5,2010-11-06
2010,11,7,3:40:21,34.2077,74.0795,20,4.2,2010-11-07
2010,12,27,21:13:14,35.5015,73.2805,40,3.5,2010-12-27
2011,1,19,20:30:13,34.8902,77.7204,21,3.2,2011-01-19
2011,1,24,16:36:12,34.0056,74.7589,10,3.3,2011-01-24
2011,2,6,14:25:14,34.6471,73.382,10,4,2011-02-06
2011,2,6,16:16:54,31.8149,76.6033,11,3.6,2011-02-06
2011,2,9,4:07:53,31.7552,78.0931,17,3.3,2011-02-09
2011,2,9,7:09:02,36.132,73.2893,48,3.3,2011-02-09
2011,2,10,8:27:05,36.0406,73.3056,48,3.3,2011-02-10
2011,2,14,6:08:05,35.0808,77.2664,21,3.8,2011-02-14
2011,2,25,13:48:35,34.9105,73.7464,21,3.5,2011-02-25
2011,2,27,17:59:19,34.5972,74.2605,35,3.4,2011-02-27
2011,3,9,7:07:46,34.3388,73.8561,26,3.4,2011-03-09
2011,3,10,4:35:29,35.0636,75.2031,0,3.7,2011-03-10
2011,3,18,10:27:12,34.8792,73.9274,34,3.9,2011-03-18
2011,3,23,5:55:56,36.2918,76.4415,96.1,5.1,2011-03-23
2011,4,2,4:24:47,36.5198,76.6887,66.9,4.5,2011-04-02
2011,4,6,0:09:02,34.8241,73.844,34,3.7,2011-04-06
2011,4,7,17:55:02,35.651,73.7132,10,3.6,2011-04-07
2011,4,11,20:44:35,34.6014,73.634,22,3.4,2011-04-11
2011,4,14,0:59:44,33.9117,78.4146,10,3.5,2011-04-14
2011,4,17,9:27:04,35.1216,75.0943,35,3.4,2011-04-17
2011,4,19,8:38:50,34.8057,79.6927,0,3.5,2011-04-19
2011,4,21,23:23:55,35.5566,79.5103,100,3.6,2011-04-21
2011,4,28,9:53:01,33.1807,76.6279,2.5,4.2,2011-04-28
2011,5,12,2:00:27,33.1747,74.0135,10,3.7,2011-05-12
2011,5,15,7:51:03,33.0573,73.6759,15,3.7,2011-05-15
2011,5,18,14:21:55,33.8353,75.3854,35,3.5,2011-05-18
2011,5,22,7:46:26,36.0634,78.1245,88,3.5,2011-05-22
2011,6,12,20:49:40,36.4825,77.0449,77,3.7,2011-06-12
2011,6,20,2:38:28,35.0993,75.4555,35,3.5,2011-06-20
2011,6,21,2:04:14,35.1654,75.4993,35,4.5,2011-06-21
2011,7,3,3:51:42,32.8723,75.5049,16,3.5,2011-07-03
2011,7,10,0:26:40,34.1767,78.3812,35,3.7,2011-07-10
2011,7,12,18:51:35,35.6099,74.8235,28,3.5,2011-07-12
2011,7,28,18:42:34,33.327,76.0834,26,4.5,2011-07-28
2011,7,28,21:02:03,36.12,77.7001,50,3.6,2011-07-28
2011,7,28,22:58:38,33.3374,76.0155,26,3.7,2011-07-28
2011,7,29,17:51:29,35.8764,75.0019,0,3.4,2011-07-29
2011,8,13,22:53:41,32.7361,76.691,15,3.7,2011-08-13
2011,8,14,2:25:46,32.7517,76.6123,15,3.7,2011-08-14
2011,8,14,5:30:19,34.6208,73.3667,22,4,2011-08-14
2011,8,23,1:22:57,33.068,76.8482,23.9,5,2011-08-23
2011,8,28,16:00:33,33.1221,76.9895,10,3.5,2011-08-28
2011,9,16,3:41:16,35.8415,77.7986,10,3.6,2011-09-16
2011,9,16,21:57:03,36.5898,77.2051,100,3.7,2011-09-16
2011,9,20,12:36:51,36.0472,78.9876,10,3.8,2011-09-20
2011,9,24,15:21:34,34.0753,75.1808,40,4,2011-09-24
2011,9,25,10:06:34,32.9788,75.9876,28,3.6,2011-09-25
2011,9,27,11:02:59,36.5534,76.6954,86,4.9,2011-09-27
2011,9,30,20:18:03,35.0204,73.84,34,3.5,2011-09-30
2011,10,16,0:31:06,35.4963,76.4367,10,4.3,2011-10-16
2011,10,18,0:40:09,34.536,75.5899,35,3.7,2011-10-18
2011,10,22,21:07:44,33.0436,76.0532,40.2,3.9,2011-10-22
2011,10,22,21:15:03,32.9601,75.5435,16,3.5,2011-10-22
2011,10,26,16:17:34,31.557,77.0995,25.3,3.7,2011-10-26
2011,10,31,0:26:36,34.9844,75.5416,35,3.5,2011-10-31
2011,11,4,22:21:00,35.5412,76.5193,35,3.8,2011-11-04
2011,11,22,0:19:46,35.2503,73.3214,37,3.6,2011-11-22
2011,11,24,23:40:50,34.9397,73.6265,21,3.9,2011-11-24
2011,11,26,23:58:23,35.7833,73.4118,48,3.4,2011-11-26
2011,12,2,12:58:45,34.0857,73.4318,27,3.9,2011-12-02
2011,12,14,10:00:07,36.1248,73.6357,35,4,2011-12-14
2012,1,2,15:18:20,34.3613,75.6012,35,3.9,2012-01-02
2012,1,3,20:36:48,35.821,77.2572,50,4.4,2012-01-03
2012,1,4,16:31:25,33.6711,74.8057,27.6,4.2,2012-01-04
